Uuid,Mappings|SAME-AS|OpenBoxes,Name,Concept Drug,Concept Dosage Form
a4f859c4-2962-457d-b63a-175b43472393,21402,"Dextrose 10% in water, Intravenous infusion, 500mL nipple head bottle",CIEL:161922,
54050882-524f-46c2-b898-d514ee633ab0,10737,"Dextrose, 5% Intravenous infusion, 1000mL plastic bottle, PVC free",CIEL:161250,
39d7a7ee-b0ff-48e0-a7ca-685688147c8f,10873,"Diazepam, 5mg tablet",PIH:247,
923e3e90-8b5c-4ae6-b17f-b6d547803437,10664,"Diazepam, Solution for injection, 5mg/mL, 2mL vial",PIH:247,
c6a8f6cc-fce4-11e9-8f0b-362b9e155667,12244,"Diclofenac sodium, 50mg enteric coated tablet",CIEL:74782,
b5f01af3-b4c0-45f6-bbd7-aa2e9e846987,10854,"Diclofenac sodium, Solution for injection, 25mg/mL, 1mL ampoule",CIEL:74782,
b46c6f06-3ea1-46cd-a6e9-70855d950916,20824,"Diclofenac sodium, Solution for injection, 25mg/mL, 3mL ampoule",CIEL:74782,
aa0d0f51-d60e-4118-8121-10194a640589,10574,"Digoxin, 250 microgram tablet",CIEL:74860,
91e556b3-e7f0-4a65-b994-fc56f09bf768,10937,"Digoxin, Solution for injection, 250 microgram/mL, 2mL ampoule",CIEL:74860,
81694757-3336-4195-ac6b-ea574b9b8597,11758,"Diphenhydramine hydrochloride, 25mg tablet",CIEL:75018,
b476d417-800f-4e2e-89ec-09de8fd07607,10141,"Diphenhydramine hydrochloride, Solution for injection, 50mg/mL, 1mL ampoule",CIEL:75018,
019e2cdc-7526-4165-b1b4-59400c421e68,11497,"Dopamine hydrochloride, Solution for injection, 40mg/mL, 5mL ampoule",CIEL:75178,
50d19d57-0387-43f8-afda-c45207a0fbb8,12369,"Doxazosin mesylate, 2mg tablet",CIEL:75209,
8aad2a23-2977-4b5b-a30a-4a9142ce774b,11089,"Doxycycline, 100mg tablet",PIH:95,
78f97b9c-dfbe-11e9-8a34-2a2ae2dbcce4,11615,"Efavirenz (EFV), 200mg tablet",CIEL:75523,
78f96210-dfbe-11e9-8a34-2a2ae2dbcce4,10288,"Efavirenz (EFV), 600mg tablet",CIEL:75523,
9765afdc-310d-41fb-a09f-be9a581b0d75,12755,"Emtricitabine (FTC) 200mg + Tenofovir disoproxil fumarate (TDF) 245mg tablet",CIEL:104567,
62332d29-ea48-44e9-9329-c89d03ea64f7,12393,"Enalapril maleate, 10mg tablet",CIEL:75634,
4efe3f48-2656-4178-bfcd-c6d103851084,11095,"Enalapril maleate, 5mg tablet",CIEL:75634,
ee52c057-9a1a-48da-8ca2-d3c7b0808474,11611,"Enoxaparin, Solution for injection, 10,000 IU (100mg/mL), 1mL pre-filled syringe",CIEL:75687,
134e3d9c-18fe-40c0-8f0e-229af4988a94,12679,"Enoxaparin, Solution for injection, 8,000 IU (80mg/0.8mL), 0.8mL pre-filled syringe",CIEL:75687,
2cdcca8a-fc25-4955-b7c2-3bf32646593b,20765,"Entecavir, 500 microgram tablet",CIEL:75694,
4f82d4b0-4999-443c-9a32-a4c1cb22eb44,16092,"Enteral nutrition, 1-1.5kcal/mL, High protein, Adult, 250mL",CIEL:165950,
1dd4834a-e86d-4de0-8eb9-91a8b08bf02f,10561,"Ephedrine hydrochloride, Solution for injection, 30mg/mL, 1mL ampoule",CIEL:75722,
82f4f009-d17b-44c9-b42b-0e080fda0572,10149,"Ergometrine maleate, 500 microgram, tablet",CIEL:75801,
c6a8fb2c-fce4-11e9-8f0b-362b9e155667,12307,"Erythromycin stearate, 250mg film coated tablet",CIEL:75847,
1ff620f2-f9c7-4fcd-8a52-6f02b1167563,11272,"Erythromycin, Powder for oral suspension, 125mg/5mL, 100mL bottle",CIEL:75842,
3026603f-bf52-44c2-b322-5753d0e654bc,10957,"Fentanyl citrate, Solution for injection, 50 microgram/mL, 2mL ampoule",CIEL:76273,
33ec6eca-1f62-4ebc-acea-f5524c2b4f40,10713,"Ferrous sulfate 200mg + folic acid 250 microgram tablet",CIEL:773,
4108e268-44c2-4c27-9cc7-114ed6dbd75c,13170,"Ferrous sulfate, 200mg (eq. 65mg elemental Fe) + folic acid 400 microgram tablet",CIEL:773,
15413c3c-33ad-4af2-a492-042e51502e62,12322,"Ferrous sulfate, 200mg (eq. 65mg elemental Fe) tablet",CIEL:76342,
74f565ce-c515-41b2-bbd4-29fc6416231b,11397,"Fluconazole, 200mg capsule",PIH:747,
cf0037b9-f5a9-4f39-a287-a3e09f02557b,10711,"Fluconazole, Powder for oral suspension, 10mg/mL, 35mL bottle",PIH:747,
ed2113de-4d20-41bb-b0b3-fa87e6d69944,12610,"Fluconazole, Solution for infusion, 2mg/mL, 100mL vial",CIEL:76488,
15c88f63-65fa-45c2-8f64-65dff9636202,10478,"Flumazenil, Solution for injection, 100 microgram/mL, 5mL ampoule",CIEL:76500,
7f7178bd-a1f8-44dd-85a9-02e49065e56b,11473,"Fluoxetine hydrochloride, 20mg scored tablet",CIEL:76553,
7b8ea0bf-e023-4238-bbbd-aaf4429be631,13795,"Flupenthixol (Oily) decanoate, Solution for depot injection, 20mg/mL, 1mL ampoule",CIEL:76556,
fd58488b-b6ee-4a73-bf77-ab1eb44ec0b7,12357,"Fluphenazine (Oily) decanoate, Solution for depot injection, 25mg/mL, 1mL ampoule",CIEL:76558,
70f1bf74-67df-4fe5-a043-a4202136c6e4,20856,"Fluphenazine, 10mg tablet",CIEL:76558,
37762747-7a31-4788-a408-b7a3cb350806,20857,"Fluphenazine, 2.5mg tablet",CIEL:76558,
6241e56b-ec9c-4c5b-a79c-1ce6481b1acb,10370,"Folic acid, 5mg tablet",PIH:257,
69e40ed3-d1f0-43d1-8b91-423cf7daf087,14044,"Furosemide, 20mg tablet",CIEL:76734,
fb5842a2-60ef-4539-b428-f99a1f76c85f,10892,"Furosemide, 40mg tablet",CIEL:76734,
2e454fbe-99f4-491f-9a89-9107c3293974,11383,"Furosemide, Solution for injection, 10mg/mL, 2mL ampoule",CIEL:76734,
d7628d7f-82ba-4cbd-a443-e4dc688ce303,15791,"Furosemide, Solution for injection, 10mg/mL, 4mL ampoule",CIEL:76734,
399c70e3-5a87-445a-9370-1d8ae081c424,11799,"Gabapentin, 400mg capsule",CIEL:76750,
a9330ce0-7369-41ea-98c7-1cda24a2afa2,11460,"Gentamicin sulfate, Eye and Ear drop, 0.3%, 10mL bottle",CIEL:76942,
b09cd1eb-b44d-40ca-af48-49c373c408ea,10120,"Gentamicin, Solution for injection, 40mg/mL, 2mL ampoule",PIH:100,
5c21704a-6268-4854-845d-55c573bed967,10933,"Glibenclamide, 5mg tablet",PIH:4046,
066f6da7-0368-4d24-a4ad-41edde5880a9,16168,"Glycopyrronium (Glycopyrrolate) bromide, Solution for injection, 200 microgram/mL, 1mL amp/vial",CIEL:77083,
280353a2-3da7-480b-ab58-03dcd401d3ff,10049,"Griseofulvin, 500mg tablet",PIH:3679,
73813726-3e82-4230-87dd-25dc963579b6,10278,"Haemorrhoid relief, Rectal ointment, 30 gram tube",CIEL:162167,
671d7b24-6266-4af5-a998-4997f2cd6d48,12567,"Haloperidol (Oily) decanoate, Solution for depot injection, 50mg/mL, 1mL ampoule",CIEL:77336,
23f2d94b-3072-4e86-b737-d5ccded81bc0,11724,"Haloperidol, 5mg tablet",CIEL:77335,
a8541367-1eb0-4144-9cc7-41a909902d5d,10392,"Haloperidol, Solution for injection, 5mg/mL, 1mL ampoule",CIEL:77335,
95c75f93-5b3b-4ca6-93d5-9d0db0130f20,12361,"Halothane, Inhalation liquid, 250mL bottle",CIEL:77343,
8482efcf-1c22-448e-8fa4-60fd1cb0f45f,13074,"Hepatitis B, Vaccine, rDNA, Adult (20 microgram dose), 1mL monodose vial (1 dose)",CIEL:782,
2ff6dfce-cd7e-4a1c-9916-f398c4aaec1f,10373,"Hydralazine hydrochloride, 25mg tablet",CIEL:77676,
096dae85-9eee-466b-b059-9f5dd13af242,11190,"Hydralazine hydrochloride, Powder for solution for injection, 20mg vial/amp",CIEL:77676,
ce857097-f7a1-4178-b018-a8067a5710d1,10579,"Hydrochlorothiazide (HCT), 25mg tablet",PIH:1243,
a811008f-05fd-4f30-b50c-4d3636472db5,11632,"Hydrocortisone acetate, Skin cream, 1%, 15 gram tube",CIEL:77719,
c6a8fca8-fce4-11e9-8f0b-362b9e155667,12390,"Hydrocortisone, Preservative free powder for solution for injection, 100mg vial",CIEL:77719,
68f687c0-2875-4934-a060-825be42943e2,11136,"Hydrogen peroxide, 3%, 500mL bottle",PIH:313,
8535b93e-cacf-4de2-bf42-84abf8e72782,10724,"Hydroxycarbamide, 500mg capsule",CIEL:77795,
8f2d1a7e-4ddb-4805-bf7e-1fb765592124,11380,"Hyoscine butylbromide, 10mg film coated tablet",CIEL:431,
1200cf31-e084-4228-9d87-efcb103ea7f9,14633,"Hyoscine butylbromide, Solution for injection, 10mg/mL, 1mL ampoule",CIEL:431,
9cfb1288-2db4-4ca6-b3f8-da4d85058e42,10739,"Hyoscine butylbromide, Solution for injection, 20mg/mL, 1mL ampoule",CIEL:431,
c6a8fdfc-fce4-11e9-8f0b-362b9e155667,12367,"Ibuprofen, 200mg tablet",PIH:912,
36e09631-e6d8-41c9-92d2-c945750a39b9,10282,"Ibuprofen, 400mg tablet",PIH:912,
49f646b5-c9a3-47e7-9fc2-bb187673b838,10534,"Ibuprofen, Oral solution, 20mg/mL, 100mL bottle",PIH:912,
523dad76-c970-4e58-a2cb-dd9117fdefa6,10172,"Immunoglobulin (Human), Anti-D, 300 microgram (1,500 IU)/2mL prefilled syringe",CIEL:83322,
c6a90a72-fce4-11e9-8f0b-362b9e155667,11574,"Infant formula, 0-6 months, Powder, 400 gram tin",CIEL:5254,
1f020764-3ae2-49e6-b234-9403ec91c921,24452,"Infant formula, Powder, 0-12 months, 20 cal/fl oz, 352 gram (12.4oz) can (Similac Advance)",CIEL:5254,
71b2a8f7-10cd-4731-9bc1-a5d3c72755a9,24451,"Infant formula, Powder, Premature, 22 cal/fl oz, High protein, 646 gram (22.8oz) can (Similac NeoSure)",CIEL:5254,
b8191e4b-e474-4b5e-b258-a9f2a70ebfc8,18023,"Insulin, Solution for injection, Glargine, 100IU/mL, 3mL prefilled pen (Lantus Solostar)",CIEL:78064,
742014cb-a3b0-4fad-aa23-b7474fe35cbe,18021,"Insulin, Solution for injection, Glulsine, 100 IU/mL, 3mL prefilled pen (Apidra Solostar)",CIEL:78065,
77077171-df0f-43c8-9a6b-245914fc143b,10290,"Insulin, Solution for injection, Neutral human, 70/30 (Mixtard), 100IU/mL, 10mL vial",PIH:6746,
8c2b450b-7676-46f0-91bb-0038b9f6ea17,18024,"Insulin, Solution for injection, Neutral human, 70/30 (Mixtard), 100IU/mL, 3mL prefilled pen",CIEL:159459,
568b5484-1f52-424a-a45d-3f1c9e0d92d6,10442,"Insulin, Solution for injection, Neutral human, NPH (Lente/Isophane), 100IU/mL, 10mL vial",CIEL:78068,
def06cd2-c046-4afc-9a49-475d3481cbcf,11265,"Insulin, Solution for injection, Neutral human, Regular (Rapid-Acting), 100IU/mL, 10mL vial",CIEL:78082,
f75e1e95-b1be-11e3-a5e2-0800200c9a66,11853,"Intra uterine device (I.U.D.), Copper, TCU 380 A",PIH:5275,
77a3b355-ccec-4ec6-9a60-88af0667c25a,18181,"Ipratropium bromide, Solution for inhalation, 20 microgram/actuation, 200 dose inhaler",CIEL:78200,
640c6d82-b135-433b-9d79-9dc54ab7bf06,10721,"Ipratropium bromide, Solution for nebulisation, 250 microgram/mL, 1mL ampoule",CIEL:78200,
5efd3b70-e70c-49d1-ac2c-d6d0bbb28634,10340,"Isoflurane, Inhalation liquid, 250mL bottle",CIEL:78258,
e47fa273-0c52-4f0f-b57b-34001a3e9677,11091,"Isoniazid (H), 100mg tablet",PIH:656,
849218ee-901c-46b3-80f9-7c808132893b,11115,"Isoniazid (H), 300mg tablet",PIH:656,
e0990a28-7f3a-4941-9788-50710a93074e,12219,"Isosorbide dinitrate, 10mg tablet",CIEL:78305,
95518896-df94-4e7d-b233-cc5af823975a,10262,"Isosorbide dinitrate, 20mg extended release tablet",PIH:3428,
6a210d68-871e-4f44-8dc4-e92ff69da458,10350,"Isosorbide dinitrate, 5mg tablet",PIH:3428,
c6a8ff3c-fce4-11e9-8f0b-362b9e155667,12402,"Ivermectin, 3mg tablet",CIEL:78342,
f102d5c2-0844-423b-b2f6-33dc1b249f46,10615,"Ketamine hydrochloride, Solution for injection, 50mg/mL, 10mL vial",CIEL:78468,
fdac7224-ffeb-4c4b-93be-225fefdddbf2,10293,"Labetalol, Solution for injection, 5mg/mL, 20mL vial",CIEL:78599,
9af13bea-383d-40cb-a6d3-3b2ded46d222,16408,"Lactulose, Oral solution, 0.67g/mL (66.5% ), 200mL bottle",CIEL:78632,
aa455dc6-7e45-4859-82e6-4392407b2dc2,10327,"Lactulose, Oral solution, 0.67g/mL, 500mL bottle",CIEL:78632,
78f9739a-dfbe-11e9-8a34-2a2ae2dbcce4,11282,"Lamivudine (3TC) 150mg + Nevirapine (NVP) 200mg + Zidovudine (AZT) 300mg tablet",CIEL:1652,
78f968e6-dfbe-11e9-8a34-2a2ae2dbcce4,10689,"Lamivudine (3TC) 150mg + Zidovudine (AZT) 300mg tablet",CIEL:630,
78f97cfa-dfbe-11e9-8a34-2a2ae2dbcce4,11737,"Lamivudine (3TC) 30mg + Nevirapine (NVP) 50mg + Zidovudine (AZT) 60mg dispersible tablet",CIEL:1652,
78f95fa4-dfbe-11e9-8a34-2a2ae2dbcce4,10238,"Lamivudine (3TC) 30mg + Zidovudine (AZT) 60mg tablet",CIEL:630,
e25a6291-209d-41b4-83ad-28e2fd4c568c,13203,"Lamotrigine, 50mg tablet",CIEL:78644,
c6a93150-fce4-11e9-8f0b-362b9e155667,10080,"Levonorgestrel (Jadelle), Subdermal implant, 2 x 75 mg implants in sterile pouch + trocar.",CIEL:78796,
f1bb371a-c172-4bd1-b734-a36c801697df,11339,"Levonorgestrel 150 microgram + Ethinylestradiol 30 microgram + Ferrous fumarate 75mg, tablet",CIEL:162296,
c6a951d0-fce4-11e9-8f0b-362b9e155667,20988,"Levonorgestrel 150 microgram + Ethinylestradiol 30 microgram, tablet",CIEL:104625,
c6a9327c-fce4-11e9-8f0b-362b9e155667,17879,"Levonorgestrel, 1.5mg tablet",CIEL:78796,
a275302c-b767-4d1a-96c0-e8350a968060,12690,"Levonorgestrel, 30 microgram tablet",PIH:1718,
3ca1fb3f-02e6-465d-86d9-b016ee30207b,10876,"Levonorgestrel, 750 microgram tablet",PIH:1718,
0c43e428-433f-4e96-91f0-277ccc408e6c,11623,"Levothyroxine sodium, 100 microgram tablet",CIEL:78809,
cb4b72e6-0508-48b3-8e87-89db713b8db6,10832,"Lidocaine hydrochloride 1% + Adrenaline 1:200,000, 20mL vial",CIEL:104584,
1e4d8e9f-10db-4dc7-9907-36b349286c48,12277,"Lidocaine hydrochloride 5% (5mg/mL), Hyperbaric/spinal solution for injection, 2mL ampoule",CIEL:78850,
e87f6cb0-de6f-4658-9ba1-246b8f9b79fa,11417,"Lidocaine hydrochloride, Preservative free solution for injection, 1% (10mg/mL), 20mL vial",CIEL:78850,
57c69df3-15c4-4b7d-a18c-332800f00c24,14497,"Lidocaine hydrochloride, Solution for injection, 1%, 5mL vial",CIEL:78850,
c6a90068-fce4-11e9-8f0b-362b9e155667,12512,"Lidocaine hydrochloride, Solution for injection, 2%, 50mL vial (With preservative)",CIEL:78850,
a30aa780-1b61-4eec-aedd-9590b892580f,12138,"Lisinopril, 10mg tablet",CIEL:78945,
4534a926-8dc4-440b-bdf9-f9e96d282a28,10053,"Lisinopril, 20mg tablet",CIEL:78945,
d0876723-9087-4ea5-b26d-d46cf914835f,11114,"Lisinopril, 5mg tablet",CIEL:78945,
3c9fa00d-f14f-4bd5-bca8-edeb88cad587,10805,"Loperamide hydrochloride, 2mg tablet",CIEL:79038,
78f976c4-dfbe-11e9-8a34-2a2ae2dbcce4,11369,"Lopinavir (LPV) 100mg + Ritonavir (r) 25mg tablet",CIEL:794,
78f95e78-dfbe-11e9-8a34-2a2ae2dbcce4,10161,"Lopinavir (LPV) 200mg + Ritonavir (r) 50mg tablet",CIEL:794,
78faa710-dfbe-11e9-8a34-2a2ae2dbcce4,11940,"Lopinavir (LPV) 80mg/mL + Ritonavir (r) 20mg/mL, Oral suspension, 160mL bottle",CIEL:794,
0bb5dfe8-8a9e-4253-893a-7cb12b6314d6,11048,"Lubricant jelly, Sterile, 5 gram packet",CIEL:162138,
d3817c4c-2b55-4bda-9a68-bdb124851df3,11404,"Magnesium sulfate, Solution for injection, 500mg/mL (50%), 10mL ampoule",CIEL:79247,
4bb669d6-8222-4e82-9302-c5df24cfd5e1,11007,"Mannitol, Intravenous infusion, 20 grams/100mL (20%), 500mL nipple head bag/bottle",CIEL:161924,
c6a9018a-fce4-11e9-8f0b-362b9e155667,11868,"Medroxyprogesterone acetate, Suspension for depot injection, 150mg/mL, 1mL vial",PIH:907,
afd2cd78-4dc6-4e91-ac9f-51b9e094e34a,11144,"Metformin hydrochloride, 500mg tablet",CIEL:79652,
8cfc3e63-84b3-49c1-a931-e85533e5fdfb,10500,"Methotrexate, Preservative free solution for injection, 25mg/mL, 2mL vial",CIEL:79700,
70123af9-a72a-4f6e-a188-140d905a84be,10002,"Methyldopa, 250mg film coated tablet",PIH:251,
1eb3f203-ecf6-4453-8225-396b7ed801e0,11439,"Methylergometrine, Solution for injection, 200 microgram/mL, 1mL ampoule",CIEL:79729,
93cec131-2be6-4131-ae85-5303ad395047,11733,"Metoclopramide hydrochloride, 10mg tablet",CIEL:79757,
1db5bfe6-73f8-4845-8875-bfca42dedbd9,11722,"Metoclopramide hydrochloride, Solution for injection, 5mg/mL, 2mL ampoule",CIEL:79757,
819b83c0-e218-4ffe-854c-75c941feb948,10786,"Metoprolol tartrate, 25mg extended release tablet",CIEL:79767,
c6a9090a-fce4-11e9-8f0b-362b9e155667,12331,"Metronidazole benzoate, Oral suspension, 40mg/mL, 100mL bottle",PIH:237,
aed7a629-8b95-4942-b665-b35f42abe55d,10531,"Metronidazole, 250mg tablet",PIH:237,
